country,country_code,year,health_exp,life_expect,maternal_mortality,infant_mortality,neonatal_mortality,under_5_mortality,prev_hiv,inci_tuberc,prev_undernourishment,Income_Status
Viet Nam,VNM,2006,4.56979847,73.319,66.0,19.5,12.3,24.5,0.3,260.0,15.0,Developing/Lower-Mid Income
Viet Nam,VNM,2007,4.62917614,73.436,64.0,19.2,12.1,24.0,0.3,253.0,13.9,Developing/Lower-Mid Income
Viet Nam,VNM,2008,4.36028337,73.411,62.0,18.9,12.0,23.6,0.4,246.0,12.7,Developing/Lower-Mid Income
Viet Nam,VNM,2009,4.48502922,73.498,61.0,18.7,11.8,23.3,0.4,239.0,11.4,Developing/Lower-Mid Income
Viet Nam,VNM,2010,5.07146072,73.513,60.0,18.4,11.7,23.1,0.4,231.0,10.5,Developing/Lower-Mid Income
Viet Nam,VNM,2011,4.97468519,73.692,58.0,18.2,11.6,22.8,0.4,225.0,9.3,Developing/Lower-Mid Income
Viet Nam,VNM,2012,5.00178242,73.704,56.0,18.0,11.5,22.6,0.4,218.0,8.8,Developing/Lower-Mid Income
Viet Nam,VNM,2013,4.41233158,73.775,54.0,17.8,11.4,22.3,0.4,212.0,8.3,Developing/Lower-Mid Income
Viet Nam,VNM,2014,4.69078779,73.855,53.0,17.7,11.3,22.1,0.4,205.0,8.2,Developing/Lower-Mid Income
Viet Nam,VNM,2015,4.71140909,73.876,52.0,17.5,11.2,21.9,0.4,199.0,7.8,Developing/Lower-Mid Income
Viet Nam,VNM,2016,4.86994743,73.938,51.0,17.3,11.1,21.7,0.4,193.0,7.5,Developing/Lower-Mid Income
Viet Nam,VNM,2017,4.99014759,73.963,52.0,17.2,11.0,21.5,0.4,188.0,7.0,Developing/Lower-Mid Income
Viet Nam,VNM,2018,5.02678823,73.976,51.0,17.0,10.9,21.3,0.4,182.0,6.6,Developing/Lower-Mid Income
Viet Nam,VNM,2019,4.97407484,74.093,50.0,16.8,10.8,21.1,0.4,176.0,6.0,Developing/Lower-Mid Income
Viet Nam,VNM,2020,4.30061865,75.378,46.0,16.7,10.7,20.9,0.3,172.0,5.5,Developing/Lower-Mid Income
Viet Nam,VNM,2021,4.59346437,73.618,46.0,16.5,10.5,20.6,0.3,169.0,5.2,Developing/Lower-Mid Income
Viet Nam,VNM,2022,4.59346437,74.58,46.0,16.2,10.4,20.3,0.3,178.0,5.2,Developing/Lower-Mid Income
Viet Nam,VNM,2023,4.59346437,74.58,46.0,16.2,10.4,20.3,0.3,182.0,5.2,Developing/Lower-Mid Income
